date,nav
,78.1608
,77.9378
,77.201
,76.2652
,75.995
,74.4438
,74.3431
,76.6351
,76.9464
,77.1352
,76.8527
,76.7302
2020-11-12,76.1897
2020-10-12,76.0258
2020-09-12,76.3633
2020-08-12,76.0347
2020-07-12,76.2757
2020-04-12,75.2531
2020-03-12,74.5188
2020-02-12,74.0961
2020-01-12,73.9151
,73.1105
,71.4394
,71.2859
,72.0394
,71.3108
,70.6897
,70.3257
,70.0787
,69.2585
,67.8975
2020-12-11,67.0874
2020-11-11,66.6685
2020-10-11,66.4961
2020-09-11,66.5707
2020-06-11,65.761
2020-05-11,65.3632
2020-04-11,64.6703
2020-03-11,64.2757
2020-02-11,63.9582
,64.0422
,63.8738
,64.1264
,64.2905
,64.1467
,64.4167
,63.9264
,63.7626
,63.7148
,63.7933
,63.2883
,62.5586
,63.4637
,62.8658
2020-12-10,62.7597
2020-09-10,63.2906
2020-08-10,63.4817
2020-07-10,64.1025
2020-06-10,64.2617
2020-05-10,64.3535
2020-01-10,64.1093
,63.8023
,63.6305
,63.5663
,62.4845
,61.6467
,62.7063
,62.8153
,63.9585
,65.7147
,66.2742
,66.7009
,66.5188
,65.8331
2020-11-09,62.9364
2020-10-09,62.9838
2020-09-09,61.9976
2020-08-09,62.6925
2020-07-09,63.1455
2020-04-09,63.0449
2020-03-09,63.6277
2020-02-09,63.5433
2020-01-09,62.3265
,62.3588
,65.0345
,65.0304
,64.6439
,64.2012
,64.2166
,63.2056
,62.3087
,61.7767
,61.5686
,61.0084
,60.8519
,60.7092
2020-12-08,59.2859
2020-11-08,58.9922
2020-10-08,58.7216
2020-07-08,57.9724
2020-06-08,57.6979
2020-05-08,57.0065
2020-04-08,56.5565
2020-03-08,56.0147
,55.3008
,55.0194
,55.1299
,55.2362
,55.5097
,56.1087
,55.9901
,55.5652
,55.4238
,54.9045
,54.546
,54.2633
,54.4579
,54.2574
,54.5398
2020-10-07,54.9376
2020-09-07,54.9956
2020-08-07,54.5073
2020-07-07,54.932
2020-06-07,54.7915
2020-03-07,53.9367
2020-02-07,53.4633
2020-01-07,53.0526
,52.8219
,52.9446
,53.4577
,53.1915
,53.2495
,53.6129
,53.2647
,52.3501
,51.5685
,50.9734
,50.7675
,51.0041
2020-12-06,50.8648
2020-11-06,50.6426
2020-10-06,51.4119
2020-09-06,51.1714
2020-08-06,51.7451
2020-05-06,51.3008
2020-04-06,50.798
2020-03-06,50.9722
2020-02-06,50.232
2020-01-06,49.3635
,47.8748
,47.1434
,46.5354
,46.4193
,46.2132
,46.5947
,46.2563
,45.725
,45.8781
,46.9331
,46.8328
,47.5349
2020-12-05,46.6427
2020-11-05,46.9345
2020-08-05,47.0197
2020-07-05,47.4015
2020-06-05,47.5508
2020-05-05,47.5152
2020-04-05,48.0018
,49.4021
,48.915
,48.4286
,48.0846
,47.8799
,48.6464
,48.307
,47.7874
,48.8951
,47.9462
,47.0044
,46.6621
,46.3737
2020-09-04,46.7891
2020-08-04,45.7678
2020-07-04,45.121
2020-03-04,43.6981
2020-01-04,43.7773
,44.2998
,43.1613
,44.2552
,43.7048
,42.2905
,41.26
,41.311
,45.7468
,45.2642
,47.0783
,49.9371
,50.8999
,53.1576
2020-12-03,53.1617
2020-11-03,56.6672
2020-09-03,56.7701
2020-06-03,58.5236
2020-05-03,59.2727
2020-04-03,58.8308
2020-03-03,59.7023
2020-02-03,59.4357
,59.45
,61.0899
,61.1649
,61.6015
,61.7942
,62.3727
,62.26
,61.5595
,62.0469
,62.2419
,62.2181
2020-12-02,62.2058
2020-11-02,62.1921
2020-10-02,61.9086
2020-07-02,62.3167
2020-06-02,62.089
2020-05-02,62.0606
2020-04-02,61.7883
2020-03-02,60.8872
,61.7543
,61.8134
,62.1324
,62.0886
,61.9656
,61.8393
,61.1488
,60.8469
,60.7275
,60.9709
,60.8952
,60.2189
,59.6795
,59.2895
,59.1726
2020-10-01,58.9076
2020-09-01,58.6407
2020-08-01,57.9868
2020-07-01,58.2107
2020-06-01,57.7329
2020-03-01,58.6872
2020-02-01,58.3988
2020-01-01,57.886
,57.8093
,57.7981
,57.7682
,57.4846
,57.4196
,57.5756
,57.6649
,57.3051
,57.1274
,57.3155
,56.9909
,57.2957
2019-12-12,56.7141
2019-11-12,56.6208
2019-10-12,56.8176
2019-09-12,57.3044
2019-06-12,57.6323
2019-05-12,58.2459
2019-04-12,58.3397
2019-03-12,57.9542
2019-02-12,58.0533
,57.9839
,57.7441
,57.825
,57.9258
,58.2373
,58.0555
,58.0232
,57.8357
,57.8266
,57.7894
,57.71
,57.8273
,57.9023
2019-11-11,57.692
2019-08-11,57.4537
2019-07-11,57.9074
2019-06-11,57.7536
2019-05-11,58.0708
2019-04-11,58.5157
2019-01-11,57.9809
,57.6615
,57.1831
,57.0785
,56.3768
,56.4878
,56.394
,56.3394
,56.3596
,55.2661
,54.9299
,55.0504
,54.9658
2019-11-10,54.8222
2019-10-10,54.7665
2019-09-10,55.0566
