date,nav
2024-09-12,5578.25
2024-06-12,5575.0097
2024-05-12,5573.6012
2024-04-12,5572.0927
2024-03-12,5570.896
2024-02-12,5569.9305
,5566.4874
,5565.3431
,5564.3652
,5563.3251
,5562.2563
,5559.0282
,5557.9843
,5556.1305
,5555.0635
,5550.9097
,5549.7643
2024-12-11,5548.5622
2024-11-11,5547.5341
2024-08-11,5544.3048
2024-07-11,5543.2316
2024-06-11,5541.99
2024-05-11,5540.8795
2024-04-11,5539.5214
,5535.049
,5533.6549
,5532.5972
,5531.4854
,5528.4234
,5527.3884
,5526.2009
,5525.1776
,5524.1631
,5521.333
,5520.2522
,5519.2375
,5518.1759
,5517.3612
2024-11-10,5514.3907
2024-10-10,5512.9468
2024-09-10,5511.8431
2024-08-10,5510.3208
2024-07-10,5509.299
2024-04-10,5506.0251
2024-03-10,5504.5299
2024-01-10,5501.9906
,5500.7013
,5495.2936
,5493.8571
,5492.655
,5491.7099
,5490.5892
,5487.3347
,5486.1019
,5483.7926
,5482.4736
,5479.344
2024-12-09,5477.9222
2024-11-09,5477.0398
2024-10-09,5475.9756
2024-09-09,5475.0575
2024-06-09,5471.7431
2024-05-09,5470.9194
2024-04-09,5469.7871
2024-03-09,5468.8173
2024-02-09,5467.6346
,5464.4471
,5463.5324
,5462.7689
,5461.7292
,5461.0959
,5458.18
,5457.1012
,5455.8625
,5454.3508
,5452.8782
,5449.5862
,5447.357
,5446.294
2024-12-08,5445.8783
2024-09-08,5442.9315
2024-08-08,5441.9641
2024-07-08,5441.0345
2024-06-08,5439.9349
2024-05-08,5439.0651
2024-02-08,5435.8684
2024-01-08,5434.8589
,5433.6933
,5432.772
,5431.7904
,5428.5956
,5427.5873
,5426.637
,5425.4758
,5424.1728
,5421.0041
,5419.9047
,5417.6751
,5416.6718
2024-12-07,5413.3353
2024-11-07,5412.4014
2024-10-07,5411.1036
2024-09-07,5410.0477
2024-08-07,5408.9972
2024-05-07,5405.9933
2024-04-07,5404.8862
2024-03-07,5403.6893
2024-02-07,5402.0965
2024-01-07,5399.8431
,5395.8631
,5393.747
,5392.8702
,5392.2884
,5391.5451
,5388.5437
,5387.3667
,5386.0054
,5384.8341
,5380.5567
,5379.5388
2024-12-06,5378.4232
2024-11-06,5377.1007
2024-10-06,5375.5307
2024-07-06,5372.2291
2024-06-06,5371.2112
2024-05-06,5369.9555
2024-04-06,5369.0379
2024-03-06,5369.1209
,5365.8097
,5364.7137
,5363.2902
,5362.1042
,5361.4316
,5358.5147
,5356.3608
,5355.2502
,5350.4153
,5349.5038
,5348.7106
,5347.522
,5346.0212
2024-10-05,5342.7724
2024-09-05,5342.3428
2024-08-05,5341.9087
2024-07-05,5341.0415
2024-06-05,5339.654
2024-03-05,5336.1567
2024-02-05,5334.9028
,5332.5376
,5331.6499
,5329.7189
,5328.7384
,5328.1588
,5327.986
,5326.3075
,5323.488
,5322.9549
,5321.3584
,5320.2438
2024-12-04,5317.4247
2024-10-04,5315.0084
2024-08-04,5311.3856
2024-05-04,5308.5645
2024-04-04,5306.7555
2024-03-04,5304.7841
2024-02-04,5304.0112
,5300.0371
,5297.0087
,5290.4767
,5289.8511
,5286.4682
,5285.8535
,5284.6048
,5283.2986
,5282.1891
,5278.4609
,5277.4985
,5276.9295
2024-12-03,5275.5439
2024-11-03,5274.1498
2024-07-03,5269.8128
2024-06-03,5268.4947
2024-05-03,5266.8776
2024-04-03,5265.3638
2024-01-03,5261.5919
,5260.251
,5259.1081
,5257.5008
,5256.6
,5253.4712
,5252.4138
,5250.0855
,5248.6377
,5244.0761
,5242.6289
,5241.2555
,5240.0332
2024-12-02,5239.0724
2024-09-02,5236.1159
2024-08-02,5235.5175
2024-07-02,5234.3976
2024-06-02,5233.0702
2024-05-02,5232.0589
2024-02-02,5228.987
2024-01-02,5227.8426
,5226.6958
,5225.6473
,5224.7227
,5220.4806
,5219.4493
,5218.8964
,5215.4828
,5214.4832
,5213.6768
,5212.6448
,5211.8996
2024-12-01,5208.7335
2024-11-01,5207.6081
2024-10-01,5206.6308
2024-09-01,5205.5933
2024-08-01,5204.44
2024-05-01,5201.3986
2024-04-01,5200.3198
2024-03-01,5199.3473
2024-02-01,5198.237
2024-01-01,5197.2106
,5193.5766
,5191.4852
,5190.1856
,5189.3786
,5185.1321
,5184.3051
,5183.1792
,5182.0673
,5180.8939
,5178.0931
,5177.1524
,5176.1125
2023-12-12,5175.2278
2023-11-12,5174.6676
2023-08-12,5171.7529
2023-07-12,5170.8441
2023-06-12,5169.7717
2023-05-12,5168.7266
2023-04-12,5167.6094
2023-01-12,5164.7124
,5163.9629
,5163.0656
,5162.1408
,5158.0903
,5157.1238
,5156.2053
,5155.3252
,5154.4694
,5151.4842
,5150.4705
,5149.5885
,5147.5146
2023-10-11,5144.3649
2023-09-11,5143.6261
2023-08-11,5142.8513
2023-07-11,5141.9136
2023-06-11,5140.8425
2023-03-11,5137.6592
